Ticker,Date,Close,High,Low,Open,Volume,Daily_Return,MA_7,MA_14,MA_30,Volatility_30,Volume_Change,Price_Movement
RELIANCE,2024-06-11,1445.9727783203125,1462.847878399236,1443.9874724286744,1458.20717740815,11774902,-0.010007397316991185,1440.4776436941963,,,,0.272720217558605,1
RELIANCE,2024-06-12,1452.57373046875,1465.155654220818,1444.4837064170613,1446.7915758989443,10081742,0.0045650597628161815,1433.8126743861608,,,,-0.1437939780730234,1
RELIANCE,2024-06-13,1454.4847412109375,1461.433311890669,1449.3725542618724,1461.1851486521073,9181160,0.001315603264813836,1443.4520438058037,1439.7030290876116,,,-0.0893280149402752,1
RELIANCE,2024-06-14,1466.6944580078125,1468.8038455887872,1446.518713499826,1459.199879544848,8157998,0.008394530689067148,1451.5067313058037,1440.5042463030134,,,-0.11144147362642631,1
RELIANCE,2024-06-18,1470.1439208984375,1476.4720837189377,1460.5399547367645,1476.4224025999808,7196766,0.0023518619517457484,1458.515590122768,1442.264439174107,,,-0.11782694724857745,0
RELIANCE,2024-06-19,1447.9332275390625,1476.571240472528,1445.3026730272272,1476.571240472528,8725874,-0.015107836072132064,1456.9131905691963,1443.5318429129463,,,0.21247154624730058,1
RELIANCE,2024-06-20,1462.87255859375,1471.9553570393568,1439.4459739347103,1448.2806091505108,16113776,0.0103176933649618,1457.2393450055804,1446.9954921177455,,,0.8466661333867531,0
RELIANCE,2024-06-21,1443.515869140625,1463.8652545834836,1429.9909727182371,1462.7982011333013,31170360,-0.013231972490982069,1456.8883579799108,1448.6830008370537,,,0.9343920382162443,0
RELIANCE,2024-06-24,1430.88427734375,1438.8503408924523,1426.9385064042085,1434.9045699529108,8878386,-0.008750573559260566,1453.7898646763392,1443.80126953125,,,-0.715165753619785,1
RELIANCE,2024-06-25,1443.46630859375,1445.2282918111714,1430.412898092634,1432.3982039886682,7045386,0.008793185758779076,1452.2158028738838,1447.8339233398438,,,-0.20645644377255057,1
RELIANCE,2024-06-26,1502.9013671875,1507.8149506909176,1434.5075565031482,1435.425808927042,22014882,0.0411752309284259,1457.388218470982,1454.447474888393,,,2.124723329566329,1
RELIANCE,2024-06-27,1519.3050537109375,1526.2039433921725,1494.935374795845,1502.6284353235128,28383030,0.010914679353931867,1464.4112374441963,1461.463413783482,,,0.2892655976988656,1
RELIANCE,2024-06-28,1553.89892578125,1569.3842873036351,1519.7764812043604,1519.7764812043604,28957336,0.022769536628484355,1479.5491943359375,1468.231192452567,,,0.020234132860374565,0
RELIANCE,2024-07-01,1548.6875,1567.7960689891884,1544.2454023527885,1551.0450507194453,7724306,-0.0033537739776928754,1491.8084716796875,1474.5239083426338,,,-0.7332521886681841,1
RELIANCE,2024-07-02,1553.675537109375,1561.939323957406,1545.5605512562322,1557.968712393485,7749246,0.0032208157613302646,1507.5455671037946,1482.2169625418526,,,0.0032287690311596506,0
RELIANCE,2024-07-03,1541.019287109375,1563.4283787351976,1531.440162014497,1554.8170660210362,9049620,-0.008146005840799275,1523.2791399274554,1488.5345023018974,,,0.16780651949880032,1
RELIANCE,2024-07-04,1542.6075439453125,1555.983518377374,1539.4062623766438,1545.5606622734106,6837176,0.001030653444264562,1537.442173549107,1494.8289882114955,,,-0.2444792157018748,1
RELIANCE,2024-07-05,1576.9532470703125,1586.755694667964,1536.6267221432645,1542.4088769403463,12269710,0.022264705796238182,1548.0210135323662,1502.7046160016741,,,0.7945581626098261,1
RELIANCE,2024-07-08,1589.1380615234375,1596.9800437158897,1570.8980643748455,1577.325467706802,9500806,0.007726807675346281,1557.9971575055804,1511.2041974748884,1474.9846516927084,0.021671801422892198,-0.22566988135823907,0
RELIANCE,2024-07-09,1578.5911865234375,1588.7410386525216,1568.887979750272,1585.8623208770043,6960002,-0.006636852552564965,1561.524623325893,1520.536908830915,1479.0884440104167,0.02173896846420432,-0.26743036327654723,0
RELIANCE,2024-07-10,1572.5855712890625,1585.7630632323037,1551.6654591589945,1583.281430895477,7134578,-0.003804414522040611,1564.9386335100446,1528.3735525948662,1483.324589029948,0.02169867465570438,0.025082751413002535,0
RELIANCE,2024-07-11,1569.036865234375,1592.463449956501,1558.9614138424097,1575.8365135146928,11940946,-0.002256606012083995,1567.1331089564733,1537.3393380301338,1487.95283203125,0.02157103962359002,0.6736723601592134,1
RELIANCE,2024-07-12,1584.9937744140625,1593.3569240772113,1562.9320865975435,1572.8586162043875,12924784,0.010169875248472238,1573.4151785714287,1548.347159249442,1493.6399088541666,0.021430938710535245,0.08239196458974019,1
RELIANCE,2024-07-15,1585.4901123046875,1594.0517441522056,1573.8512804915936,1592.6620057625546,5329688,0.00031314816413607893,1579.541259765625,1558.4917166573662,1499.1598876953126,0.021441681310046045,-0.5876381377050479,0
RELIANCE,2024-07-16,1564.669189453125,1588.24469666931,1557.5965372882697,1581.792452589091,9386838,-0.01313216821093699,1577.7863943917412,1562.9037039620537,1501.3412434895833,0.019265565230189897,0.7612359297579896,1
RELIANCE,2024-07-18,1575.0177001953125,1582.1895936713806,1546.379565062024,1564.4210812674708,12298374,0.006613864970271832,1575.7691999162946,1566.8831787109375,1507.6081949869792,0.012759591179338416,0.31017217938564623,0
RELIANCE,2024-07-19,1543.7242431640625,1578.293333314245,1541.3915329908289,1574.3475621142547,13140390,-0.019868638319029297,1570.7882080078125,1566.1564156668526,1512.055281575521,0.013269371987668458,0.06846563618897905,0
RELIANCE,2024-07-22,1489.6495361328125,1526.203933085127,1488.2597977476694,1525.9557698439748,19674376,-0.03502873474372403,1558.9402029854912,1561.939418247768,1514.340869140625,0.01494691702701869,0.4972444501266706,0
RELIANCE,2024-07-23,1476.96826171875,1494.6870915999891,1452.2511804820083,1489.9719903646578,18052044,-0.008512924756103102,1545.7875453404017,1556.4603271484375,1514.9348103841146,0.014276587833443726,-0.08245913364672908,1
RELIANCE,2024-07-24,1484.7109375,1498.4095963901725,1465.552808673545,1474.0895996286229,11913362,0.005242276345356123,1531.46142578125,1552.4383021763392,1515.738859049479,0.014302679115893613,-0.340054677464779,0
RELIANCE,2024-07-25,1481.435302734375,1489.4509269223795,1466.2228234080762,1470.119034748078,12519876,-0.0022062441131743826,1516.5964529854912,1548.068856375558,1516.9209431966146,0.014172659502961444,0.0509103979212584,1
RELIANCE,2024-07-26,1497.9381103515625,1501.3131545447015,1479.4002684339398,1481.4352554076795,9859940,0.011139742374659978,1507.063441685268,1542.4249180385045,1518.4330891927084,0.014281625812259936,-0.21245705628394407,1
RELIANCE,2024-07-29,1508.931640625,1516.2772962786505,1500.6678537480493,1500.8414953005092,7538550,0.007339108470147293,1497.6225760323662,1536.6958879743304,1520.2479858398438,0.01432668440808475,-0.23543652395450687,0
RELIANCE,2024-07-30,1502.0328369140625,1513.7957501477324,1498.9059558839842,1505.879367098864,8228208,-0.004571978958622713,1491.6666608537946,1531.2274344308037,1521.4259318033853,0.014301611489066673,0.0914841713592136,0
RELIANCE,2024-07-31,1494.364501953125,1499.3524857083617,1490.1208866802615,1492.9499231376883,10057346,-0.00510530447303148,1492.3402273995537,1525.6402151925224,1522.2332845052083,0.014340125346627371,0.22230089467840375,1
RELIANCE,2024-08-01,1504.1671142578125,1506.8472288436842,1493.2479314401046,1500.8913109431162,10764222,0.006559719728269409,1496.2257777622767,1521.0066615513392,1524.1077473958333,0.014062381374739995,0.07028454624112568,0
RELIANCE,2024-08-02,1488.309326171875,1498.2358556077295,1482.303848567256,1493.9426800961044,10268248,-0.0105425706596185,1496.7398332868304,1514.10062953404,1524.9556396484375,0.014120112209381861,-0.04607615859279013,0
RELIANCE,2024-08-05,1436.69140625,1472.997761203301,1422.7198642160924,1469.126390399314,17046704,-0.03468225254936952,1490.3478480747767,1503.4721505301338,1524.7281575520833,0.015338889527955002,0.6601375424512537,1
RELIANCE,2024-08-06,1445.352294921875,1466.6446510309138,1440.6619130584993,1444.4588830824964,10236186,0.0060283569834118644,1482.8355887276787,1494.9495152064733,1525.2104248046876,0.015286864512257822,-0.3995211039037224,1
RELIANCE,2024-08-07,1454.062744140625,1461.6814036613468,1450.7622216985117,1458.207118491354,8174568,0.0060265232562009,1474.9971749441963,1486.3098754882812,1525.5636393229167,0.015243069270214711,-0.20140489826972663,0
RELIANCE,2024-08-08,1438.4781494140625,1454.2365143735713,1435.3017085687702,1446.8164580997684,12387192,-0.010717965775110527,1465.917933872768,1478.7922973632812,1523.4161987304688,0.013267624651401825,0.5153329203451484,1
RELIANCE,2024-08-09,1463.46826171875,1465.6520496932055,1445.3026646483625,1449.2732763644294,6249776,0.017372604731512142,1461.504185267857,1476.9222063337054,1521.5549723307292,0.013523789615784838,-0.4954646702820139,0
RELIANCE,2024-08-12,1449.8936767578125,1462.1777566892652,1447.0397996020206,1459.199797918004,8184584,-0.009275626479931298,1453.7508370535713,1474.9883074079241,1518.0881306966146,0.012815688399521252,0.30958037536065297,1
RELIANCE,2024-08-13,1452.8717041015625,1459.2742672925806,1447.28803114191,1450.0178268110735,6265064,0.0020539625708344555,1448.6883196149554,1472.714076450893,1514.8942708333334,0.012837298324845602,-0.23452871886952353,0
RELIANCE,2024-08-14,1451.109619140625,1461.1850703208015,1443.0194737625147,1452.7972017764512,6267466,-0.001212829017154804,1450.7480643136162,1470.5479561941963,1511.4754069010417,0.01280003824876236,0.0003833959238086493,1
RELIANCE,2024-08-16,1467.339599609375,1469.5235088888628,1447.337738823352,1457.8598362701878,9416902,0.011184530964905015,1453.8891078404017,1468.36234828404,1509.0194173177083,0.012975429244229637,0.5025054782905882,1
RELIANCE,2024-08-19,1482.4791259765625,1492.3397678065596,1474.6105280885963,1476.6025720306277,13797742,0.01031767040923448,1457.9485909598213,1466.4728829520088,1507.01513671875,0.013148739762445695,0.46521032076154123,1
RELIANCE,2024-08-20,1489.9990234375,1497.942395948273,1484.0976661921163,1491.268975771349,8411808,0.005072514903698089,1465.3087158203125,1465.61332484654,1504.1166625976562,0.012444792699750217,-0.39034894260234754,1
RELIANCE,2024-08-21,1492.7132568359375,1501.8766102174725,1484.072717714687,1487.30978907883,7769996,0.0018216343472330365,1469.486572265625,1465.4953787667412,1500.9025024414063,0.012334912085069578,-0.07629893597190995,0
RELIANCE,2024-08-22,1492.1654052734375,1500.5070892244864,1484.720165407205,1497.0210123494212,10445782,-0.0003670172821144124,1475.525390625,1464.6381138392858,1498.0216430664063,0.012306898427503906,0.34437417985800756,1
RELIANCE,2024-08-23,1494.008056640625,1505.3128818837536,1492.4642955105633,1497.768063961028,9249654,0.001234884122548019,1481.4020124162946,1465.045166015625,1495.402392578125,0.012312999956590836,-0.11450822925464077,1
RELIANCE,2024-08-26,1506.5828857421875,1516.941539085057,1497.021098650585,1500.9802618699923,8816114,0.008416841559635069,1489.3267647879463,1470.0374145507812,1493.3205932617188,0.012447825458308755,-0.04687094241579204,0
RELIANCE,2024-08-27,1494.481201171875,1507.4544123852302,1493.485179145279,1504.4912711730517,6251156,-0.008032538192779826,1493.204136439732,1473.546622140067,1490.3035074869792,0.012313513731733153,-0.2909397496447982,0
RELIANCE,2024-08-28,1492.33984375,1501.4782728482842,1487.0608784010917,1499.0131426615155,9610286,-0.001432843330646083,1494.6128104073662,1476.2807006835938,1487.1984985351562,0.012306895357705494,0.5373614096336741,1
RELIANCE,2024-08-29,1514.874755859375,1530.885760314005,1488.0568158159556,1497.1205913811584,38335358,0.01510038896552457,1498.1664864676338,1481.7376011439733,1485.5386840820313,0.012499647728959022,2.9889924191642163,0
RELIANCE,2024-08-30,1503.6197509765625,1533.599989641746,1497.3447635789732,1527.89778785993,41620730,-0.007429660332829102,1499.7245570591517,1484.6055646623884,1483.1587524414062,0.012467557111535734,0.08570083002746443,1
RELIANCE,2024-09-02,1510.2183837890625,1520.7264647058682,1500.6316718721823,1504.8647654458696,11240852,0.004388498360848425,1502.3035539899554,1488.9144723074776,1482.0418904622395,0.012011373494705489,-0.7299217961818546,0
RELIANCE,2024-09-03,1503.1217041015625,1516.941509382377,1501.5031683479538,1515.1984708784903,10923800,-0.004699108263862328,1503.605503627232,1492.5037580217634,1482.4909627278646,0.01015126998062041,-0.028205335325115932,1
RELIANCE,2024-09-04,1508.525146484375,1511.463362707152,1493.534966971581,1494.7301447200666,11983304,0.003594813625582116,1503.8829694475446,1496.6048671177455,1483.5428588867187,0.010026658599040627,0.09699042457752793,0
RELIANCE,2024-09-05,1487.035888671875,1519.7054581926027,1481.1345314015284,1513.0072347057646,16264168,-0.01424521020586289,1502.8193533761162,1498.0117449079241,1483.6203572591146,0.010351833279645744,0.35723570060477483,0
RELIANCE,2024-09-06,1458.997802734375,1491.0448575756725,1455.8105811316243,1486.5627588054049,19394228,-0.018855016312041895,1498.0562046595983,1496.334507533482,1482.872440592448,0.010911134167168867,0.19245128309053383,0
RELIANCE,2024-09-09,1456.63232421875,1464.07768593117,1449.809597840599,1460.666261949736,9010298,-0.00162130368612734,1489.7358572823662,1493.951171875,1481.4955810546876,0.010690212854823883,-0.5354134230039989,0
RELIANCE,2024-09-10,1455.7110595703125,1466.1942153054945,1451.7766997689328,1454.6901127162012,10768260,-0.0006324620380312451,1482.8917585100446,1491.3081577845983,1479.721561686198,0.010577452305534982,0.1951058666428125,0
RELIANCE,2024-09-11,1445.7259521484375,1462.9073318760024,1441.7917138302157,1457.2300550346945,9760202,-0.006859264657110176,1473.6785539899554,1487.9910539899554,1477.8446655273438,0.010611220156145507,-0.09361382433187904,1
RELIANCE,2024-09-12,1473.913330078125,1480.088617533546,1440.1232367942907,1451.2039809867947,22349376,0.01949704083806436,1469.5059291294642,1486.5557163783483,1477.162959798177,0.011232901955676326,1.2898476896277353,0
RELIANCE,2024-09-13,1466.766845703125,1477.2500011980833,1463.6542770635715,1470.526852936648,8711328,-0.004848646273265755,1463.5404575892858,1483.711713518415,1475.9162841796874,0.011182233160132948,-0.6102205269623635,0
RELIANCE,2024-09-16,1465.4969482421875,1475.0090069946318,1458.9232273463058,1471.6723576050656,5481774,-0.0008657800417685158,1460.4634660993304,1481.6414097377233,1475.1558715820313,0.011029380746599775,-0.3707303869168972,1
RELIANCE,2024-09-17,1466.4432373046875,1471.5975781970765,1460.790763828237,1468.1364260685732,5935328,0.000645712066227766,1461.527099609375,1479.7916521344866,1476.147599283854,0.008936394355714219,0.0827385441282329,0
RELIANCE,2024-09-18,1457.6282958984375,1476.10455198121,1454.7399294679983,1464.1522884024148,8574714,-0.006011103043068844,1461.6693812779017,1475.7026192801338,1476.5567993164063,0.008960182758841721,0.444690841011651,1
RELIANCE,2024-09-19,1463.82861328125,1470.6264144806405,1449.7598031867433,1460.4171894563085,16955902,0.00425370267595615,1462.8290318080358,1472.86039515904,1476.8823282877604,0.008927039000268991,0.9774306175109748,1
RELIANCE,2024-09-20,1480.0140380859375,1489.0528890965668,1465.5218693608433,1468.136427109257,30897320,0.011056912440321032,1467.727329799107,1470.7029418945312,1478.2668579101562,0.008888681642342251,0.8222162406930638,1
RELIANCE,2024-09-23,1487.434326171875,1495.5270047691104,1483.026880271187,1485.0687739665293,8832314,0.005013660610634352,1469.658900669643,1469.5824148995537,1479.0657267252604,0.008374626380091791,-0.7141398024165202,0
RELIANCE,2024-09-24,1483.4501953125,1494.530939532627,1481.9561623839436,1482.5786761041754,17137444,-0.002678525558589717,1472.042236328125,1467.7913469587054,1480.18427734375,0.00819164879552315,0.9403119046718673,1
RELIANCE,2024-09-25,1488.0069580078125,1490.546862638843,1474.3116560624171,1477.9970102640052,7069002,0.003071732849347697,1475.2579520089287,1467.8607090541295,1481.3554524739584,0.008199145054805977,-0.5875112998181059,1
RELIANCE,2024-09-26,1491.9910888671875,1498.017070530802,1482.1305684499498,1484.7202013028073,18818998,0.0026774947777858937,1478.9076450892858,1470.2173723493304,1482.7181681315103,0.008196497139099099,1.6621859775962715,1
RELIANCE,2024-09-27,1520.1038818359375,1527.3747692811155,1486.06478230705,1493.0369361114394,20597478,0.018842467075386393,1487.832728794643,1474.7510550362724,1484.4769775390625,0.008633528735423428,0.09450450018646062,0
RELIANCE,2024-09-30,1470.701171875,1518.9086621673466,1468.5348969230115,1513.3558880158446,27008814,-0.03249956174131363,1488.8145228794642,1475.82177734375,1484.0843790690103,0.010429128693135913,0.31126801057877085,0
RELIANCE,2024-10-01,1458.997802734375,1482.0308103038055,1457.0057588364782,1474.7599230273088,16431642,-0.007957679890677194,1485.8122035435267,1476.769766671317,1483.051005045573,0.010472655896473459,-0.39161926917635115,0
RELIANCE,2024-10-03,1401.3780517578125,1443.634334423912,1396.4975195620746,1430.8602791168494,37757294,-0.03949269208533057,1473.5184500558037,1471.5886753627233,1480.0064982096353,0.012630818370567466,1.2978405931677433,0
RELIANCE,2024-10-04,1381.0093994140625,1411.711728297617,1376.2782950115372,1398.34020617394,37072876,-0.014534730523430572,1458.8840506417412,1465.463143484933,1476.3012980143228,0.012830000027201383,-0.018126775716501342,0
RELIANCE,2024-10-07,1365.272216796875,1390.9447078848398,1355.9594355150189,1387.9566419173104,22181340,-0.011395420352580121,1441.3505161830358,1458.304234095982,1472.0101033528647,0.012910303711447415,-0.4016827828518079,1
RELIANCE,2024-10-08,1391.791259765625,1395.4267642320656,1359.669551595401,1367.513224520688,17020808,0.0194239966524532,1427.0362548828125,1452.9719499860491,1468.1837158203125,0.013390995752868557,-0.2326519497920324,0
RELIANCE,2024-10-09,1369.1318359375,1395.4019165531051,1367.040214025334,1391.9656892391697,14310610,-0.01628076313106086,1405.4688197544642,1446.6507742745537,1464.0054036458334,0.013590613255999135,-0.15922851606104715,0
RELIANCE,2024-10-10,1365.595947265625,1380.4864268287754,1363.9774115920343,1374.5352199766685,22358646,-0.0025825772062730845,1390.4537876674108,1439.6341552734375,1459.780607096354,0.013588170701580115,0.5623824560937654,1
RELIANCE,2024-10-11,1366.6417236328125,1377.7723178051706,1363.3797273571677,1364.5501018082973,7980122,0.0007658021900851519,1377.2600620814733,1431.5361328125,1454.8395060221353,0.01318059834203205,-0.6430856322873935,1
RELIANCE,2024-10-14,1367.0650634765625,1374.5849563155427,1362.8070452852592,1373.962442591221,12221432,0.0003097665148292794,1372.3582066127233,1422.9383283342634,1450.2876831054687,0.013173570213331147,0.5314843557529572,0
RELIANCE,2024-10-15,1338.678466796875,1366.243302159234,1335.3666207605413,1353.1207855156183,33762794,-0.02076462740368623,1366.3109305245537,1412.5974905831474,1444.569685872396,0.013478495754024822,1.7625890321199678,1
RELIANCE,2024-10-16,1348.6884765625,1358.574043806933,1332.3039628645522,1334.6695151768993,20034438,0.007477531023245998,1363.9418247767858,1402.6461704799108,1439.4219116210938,0.013636712459939384,-0.4066119646377607,1
RELIANCE,2024-10-17,1351.0291748046875,1363.0062419523483,1346.6715786036464,1360.2671814831224,15543660,0.0017355366215876522,1358.1186697823662,1392.5774623325892,1434.1720458984375,0.013607472319598638,-0.22415293106799405,1
RELIANCE,2024-10-18,1353.8927001953125,1362.9814005892638,1335.98910817891,1346.796043723323,12082452,0.002119514103785969,1355.941650390625,1380.7052350725446,1429.7339396158854,0.013492650047546326,-0.22267651248161635,1
RELIANCE,2024-10-21,1363.7532958984375,1368.5342502099145,1352.3239675798943,1361.686598848784,14067408,0.007283144152932186,1355.6784144810267,1373.0661010742188,1426.5591227213542,0.013277941894414651,0.16428420323954107,0
RELIANCE,2024-10-22,1338.006103515625,1370.5262455038624,1334.8935348258,1363.7532474009167,15831960,-0.018879655477459623,1351.587611607143,1364.423836844308,1422.6049153645833,0.013623101571396685,0.1254354746801969,0
RELIANCE,2024-10-23,1333.2003173828125,1352.0748848775756,1329.689315659354,1332.1793705575924,17214742,-0.0035917520257832125,1346.749790736607,1359.553998674665,1418.5212239583334,0.013618050530989328,0.08734117569776578,1
RELIANCE,2024-10-24,1334.4703369140625,1338.3547254831988,1317.8616212723591,1329.9633130042932,22155934,0.0009526096826493191,1346.1486293247767,1356.229779924665,1414.8127034505208,0.013613146006905075,0.2870325910199525,0
RELIANCE,2024-10-25,1322.5677490234375,1339.002111534351,1316.7410448137834,1338.1555171764887,18597496,-0.008919334931152934,1342.4170968191963,1353.1794607979912,1409.7678507486978,0.01299915220094635,-0.16060880123582244,1
RELIANCE,2024-10-28,1329.0418701171875,1347.6177038778262,1316.8406011796387,1331.6813526124563,10824350,0.004895114899429842,1339.2760532924108,1348.6973615373884,1405.1770182291666,0.013086308368485147,-0.41796734356066,1
RELIANCE,2024-10-29,1334.66943359375,1337.856655249044,1315.0478495098762,1322.8167478889227,12008361,0.004234301118042572,1336.5298723493304,1346.2357613699776,1400.8161010742188,0.013150615284920383,0.10938402767833644,1
RELIANCE,2024-10-30,1338.553955078125,1344.62966480214,1320.0776988278842,1329.6893351932274,11984423,0.0029104745988790537,1332.929966517857,1344.304190499442,1396.553125,0.013178899724543806,-0.001993444400946953,0
RELIANCE,2024-10-31,1326.7510986328125,1337.6574904459744,1320.8745447599274,1334.6694245700712,9331650,-0.008817617250717169,1331.3221086774554,1341.4548601422991,1392.1905517578125,0.013211283672469347,-0.22135174968373528,1
RELIANCE,2024-11-01,1333.3248291015625,1336.6116286385318,1327.6972806767253,1327.7471304089104,2127335,0.004954757886030059,1331.3398960658483,1339.0448434012276,1387.8404256184897,0.013225252940039374,-0.7720301340063118,0
RELIANCE,2024-11-04,1296.9700927734375,1334.6695017714562,1279.9878687625326,1332.5280301195803,19796890,-0.02726622615482377,1325.9827183314733,1336.065673828125,1381.7389607747396,0.013662051119311675,8.305957923881287,1
RELIANCE,2024-11-05,1300.1075439453125,1304.340637375998,1281.0336986406933,1287.8564249120311,16267479,0.002419062081197243,1322.7741176060267,1332.5956072126116,1375.494734700521,0.013609170174175764,-0.17828108354393035,1
RELIANCE,2024-11-06,1320.0777587890625,1323.0160966964434,1295.0277806900112,1304.7888451117578,21625209,0.015360433017062691,1321.4935302734375,1330.3847917829241,1370.0489868164063,0.01407767206034605,0.32935220017803624,0
RELIANCE,2024-11-07,1300.4561767578125,1318.7331565363688,1297.4182609581876,1318.7331565363688,9611974,-0.014863959263467397,1316.605922154018,1326.5678972516741,1363.797294108073,0.014157064240882247,-0.5555199489632678,0
RELIANCE,2024-11-08,1278.6431884765625,1296.4720058402277,1269.9279963447846,1292.4879180085577,19814406,-0.01677333590404584,1308.0472412109375,1320.4886038643974,1356.6856974283853,0.01426753882606187,1.061429421261439,0
RELIANCE,2024-11-11,1267.6370849609375,1280.884225507143,1261.9598084895413,1273.8622221377802,9056552,-0.008607642550177097,1299.6023821149554,1315.4622453962054,1348.270137532552,0.013545632111578259,-0.5429309362087362,1
RELIANCE,2024-11-12,1269.1810302734375,1284.1712099692156,1262.4578817905294,1270.4759075040322,10671091,0.0012179710824313794,1290.4389822823662,1310.889439174107,1341.5527994791667,0.012634637488977446,0.1782730337108427,0
RELIANCE,2024-11-13,1247.0693359375,1270.3761523895544,1244.5294313213271,1265.196886863478,14633633,-0.017422017670066903,1283.310302734375,1304.6465105329241,1334.4885172526042,0.012832239827061317,0.3713342899990264,1
RELIANCE,2024-11-14,1262.5574951171875,1267.537605244334,1246.1231316976048,1248.613186761178,12612633,0.012419645590951989,1277.946010044643,1300.360063825335,1329.8611653645833,0.011467337160005904,-0.13810651121290252,0
RELIANCE,2024-11-18,1255.7347412109375,1267.8364328732807,1238.951794764919,1262.55746761959,13620611,-0.005403915411881233,1268.754150390625,1295.1238403320312,1325.6853434244792,0.011281481830011217,0.07991812653234254,0
RELIANCE,2024-11-19,1236.710693359375,1276.4021442257297,1230.236550606767,1255.734688515481,14183746,-0.01514973443612555,1259.6476527622767,1288.1267874581474,1321.3999593098958,0.011396873568008779,0.041344327358001864,0
RELIANCE,2024-11-21,1218.1348876953125,1239.0014996478671,1212.407761281373,1236.7107220331202,19433843,-0.015020332373453904,1251.0036097935267,1279.525425502232,1315.6114135742187,0.010752969350167533,0.37014883092238104,1
RELIANCE,2024-11-22,1260.3662109375,1263.8024380613526,1217.586994857739,1224.509420421979,20471957,0.03466883977199631,1249.9649135044642,1274.78364780971,1311.9858927408854,0.012661968745489931,0.05341784432446017,1
RELIANCE,2024-11-25,1281.8802490234375,1299.260783408558,1277.3483005192684,1284.868314871977,28923341,0.017069672210535236,1251.779087611607,1271.1090349469866,1309.1953694661458,0.013165424349766993,0.4128273618394176,1
RELIANCE,2024-11-26,1290.545654296875,1292.687125909721,1279.0914013187908,1289.7986377983043,9247557,0.0067599179252813,1257.989990234375,1270.650146484375,1306.6588338216145,0.013254389675531638,-0.6802735548427825,0
RELIANCE,2024-11-27,1288.0555419921875,1298.6632001168684,1280.8842325588682,1288.3543972122054,9572746,-0.0019295034595612215,1261.632568359375,1269.7892892020088,1304.0251831054688,0.013248268270236155,0.03516485489086474,0
RELIANCE,2024-11-28,1265.7447509765625,1291.442044503892,1264.0017125526565,1284.818474176107,15027412,-0.017321295773564005,1263.0625697544642,1265.9083600725446,1301.5940592447917,0.013093184488340546,0.5698120476611412,1
RELIANCE,2024-11-29,1287.0595703125,1294.3305794929802,1270.177046170391,1274.9081506356404,13202307,0.016839745390603067,1270.2552664620537,1264.951459612165,1299.5397623697916,0.01342878926860635,-0.12145171770095875,1
RELIANCE,2024-12-02,1303.9422607421875,1306.133460567327,1271.9699779978705,1282.876370557777,11024152,0.013117256434050262,1282.513462611607,1266.758536202567,1297.9701985677084,0.013680911612601718,-0.1649829079114733,1
RELIANCE,2024-12-03,1318.035888671875,1321.5219654799555,1301.8006823317874,1311.760901783446,16869482,0.010808475462453115,1290.751988002232,1270.3584507533483,1296.774971516927,0.013842257238203565,0.5302294453124377,0
RELIANCE,2024-12-04,1303.742919921875,1323.1156203515295,1298.8625094957515,1320.7251432865569,19608540,-0.010844142312697147,1293.8752267020088,1272.827157156808,1294.7746256510416,0.013872774654791713,0.16236764116408553,1
